"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","selection","rt","flip","participant","subject","finalEarnings","accuracy"
"2822",25,0,0.18,-0.08,1,1,0.1,9.52,"['j']",20.5342508189206,NA,58,23,32.38,0.84
"2922",26,0,0.98,0.52,1,1,1.5,8.02,"['j']",31.6677142944827,NA,58,23,32.38,0.84
"3022",27,0,0.68,-0.92,1,1,-0.24,7.78,"['f']",16.2234019218886,NA,58,23,32.38,0.84
"3122",28,1,0.52,-0.82,1,1,-0.3,7.78,"['j']",9.58546810032567,NA,58,23,32.38,0.84
"3222",29,1,0.54,0.34,1,1,0.88,8.66,"['f']",3.29126026018639,NA,58,23,32.38,0.84
"3322",30,1,0.66,-0.54,1,1,0.12,8.78,"['f']",3.79581563832471,NA,58,23,32.38,0.84
"3422",31,1,-0.66,0.86,1,1,0.2,8.98,"['f']",14.2064826326969,NA,58,23,32.38,0.84
"3522",32,1,-0.44,-0.94,1,1,-1.38,8.98,"['j']",1.39082085745758,NA,58,23,32.38,0.84
"3622",33,1,-0.8,0.94,1,1,0.14,9.12,"['f']",3.86345734001952,NA,58,23,32.38,0.84
"3722",34,1,0.66,-0.84,1,1,-0.18,9.12,"['j']",13.6065527616884,NA,58,23,32.38,0.84
"3822",35,1,-0.34,-0.02,1,1,-0.36,9.12,"['j']",47.2360921399668,NA,58,23,32.38,0.84
"3922",36,1,0.28,0.4,1,1,0.68,9.8,"['f']",5.69821919297101,NA,58,23,32.38,0.84
"4022",37,1,-0.34,-0.34,1,1,-0.68,9.8,"['j']",16.7232372660656,NA,58,23,32.38,0.84
"4126",38,1,-0.28,-0.4,1,1,-0.68,9.8,"['j']",2.82156985523761,NA,58,23,32.38,0.84
"4224",39,1,-0.18,-0.78,1,1,-0.96,9.8,"['j']",2.78585185660631,NA,58,23,32.38,0.84
"4322",40,1,0.1,0.74,1,1,0.84,10.64,"['f']",2.69713300524745,NA,58,23,32.38,0.84
"4422",41,1,0.14,0.76,1,1,0.9,11.54,"['f']",1.78256054257508,NA,58,23,32.38,0.84
"4522",42,1,-0.1,0.24,1,1,0.14,11.68,"['f']",21.5079109921062,NA,58,23,32.38,0.84
"4622",43,1,-0.52,-0.84,1,1,-1.36,11.68,"['j']",3.73480674272287,NA,58,23,32.38,0.84
"4722",44,1,0.22,0.08,1,1,0.3,11.98,"['f']",9.20196541384212,NA,58,23,32.38,0.84
"4822",45,1,-0.3,-0.32,1,1,-0.62,11.98,"['j']",1.75624535401585,NA,58,23,32.38,0.84
"4922",46,1,0.82,0.24,1,1,1.06,13.04,"['f']",2.14090033093817,NA,58,23,32.38,0.84
"5022",47,0,-0.44,0.32,1,1,-0.12,12.92,"['f']",5.84020330788917,NA,58,23,32.38,0.84
"5126",48,1,0.66,0.2,1,1,0.86,13.78,"['f']",8.11523895830032,NA,58,23,32.38,0.84
"5224",49,1,0.78,0.88,1,1,1.66,15.44,"['f']",1.47925246247905,NA,58,23,32.38,0.84
"5322",50,1,0.62,-0.68,1,1,-0.06,15.44,"['j']",21.0089878653234,NA,58,23,32.38,0.84
"5422",51,1,0.62,-0.04,1,1,0.58,16.02,"['f']",6.358401984995,NA,58,23,32.38,0.84
"5522",52,1,-0.72,1,1,1,0.28,16.3,"['f']",6.57526875258191,NA,58,23,32.38,0.84
"5622",53,1,-0.16,0.58,1,1,0.42,16.72,"['f']",2.43787907648948,NA,58,23,32.38,0.84
"5722",54,1,0.18,0.82,1,1,1,17.72,"['f']",5.11479877433158,NA,58,23,32.38,0.84
"5822",55,1,0.76,0.08,1,1,0.84,18.56,"['f']",7.69879458702053,NA,58,23,32.38,0.84
"5922",56,1,-0.62,-1,1,1,-1.62,18.56,"['j']",2.51846579214907,NA,58,23,32.38,0.84
"6022",57,1,-0.62,-0.16,1,1,-0.78,18.56,"['j']",4.1072068780486,NA,58,23,32.38,0.84
"6126",58,0,-0.42,0.32,1,1,-0.1,18.46,"['f']",8.91323778888909,NA,58,23,32.38,0.84
"6224",59,1,-0.26,0.86,1,1,0.6,19.06,"['f']",3.09604813958867,NA,58,23,32.38,0.84
"6322",60,1,0.22,-0.1,1,1,0.12,19.18,"['f']",2.09137527889106,NA,58,23,32.38,0.84
"6422",61,1,-0.06,-0.5,1,1,-0.56,19.18,"['j']",14.9384478602733,NA,58,23,32.38,0.84
"6522",62,1,-0.66,0.76,1,1,0.1,19.28,"['f']",4.93344418558991,NA,58,23,32.38,0.84
"6622",63,1,-0.42,0.58,1,1,0.16,19.44,"['f']",2.34816387703177,NA,58,23,32.38,0.84
"6722",64,1,-0.18,-0.8,1,1,-0.98,19.44,"['j']",2.62667262394098,NA,58,23,32.38,0.84
"6822",65,1,0.68,-0.78,1,1,-0.1,19.44,"['j']",3.8305541149748,NA,58,23,32.38,0.84
"6922",66,1,-0.04,0.04,1,1,0,19.44,"['f']",3.7403245162277,NA,58,23,32.38,0.84
"7022",67,1,0.64,1,1,1,1.64,21.08,"['f']",1.7243405804038,NA,58,23,32.38,0.84
"7126",68,0,0.78,-0.72,1,1,0.06,21.02,"['j']",6.62400087257265,NA,58,23,32.38,0.84
"7224",69,1,0.44,-0.66,1,1,-0.22,21.02,"['j']",8.41264767196844,NA,58,23,32.38,0.84
"7322",70,1,0.62,0.6,1,1,1.22,22.24,"['f']",14.9167998235789,NA,58,23,32.38,0.84
"7422",71,1,-0.34,0.56,1,1,0.22,22.46,"['f']",6.63862910191528,NA,58,23,32.38,0.84
"7522",72,0,1,-0.64,1,1,0.36,22.1,"['j']",2.39859603851801,NA,58,23,32.38,0.84
"7622",73,1,0.1,0.94,1,1,1.04,23.14,"['f']",7.85071724446607,NA,58,23,32.38,0.84
"7722",74,1,0.3,-0.5,1,1,-0.2,23.14,"['j']",5.29136241890956,NA,58,23,32.38,0.84
"7822",75,0,-0.5,0.38,1,1,-0.12,23.02,"['f']",6.02572296833387,NA,58,23,32.38,0.84
"7922",76,0,-0.76,0.66,1,1,-0.1,22.92,"['f']",8.46733594659599,NA,58,23,32.38,0.84
"8022",77,1,-0.96,0.1,1,1,-0.86,22.92,"['j']",4.55931726715062,NA,58,23,32.38,0.84
"8126",78,1,-0.38,-0.6,1,1,-0.98,22.92,"['j']",3.09280099417083,NA,58,23,32.38,0.84
"8224",79,1,-0.88,-0.94,1,1,-1.82,22.92,"['j']",2.73513575393008,NA,58,23,32.38,0.84
"8322",80,1,0.04,-0.98,1,1,-0.94,22.92,"['j']",2.52736051275861,NA,58,23,32.38,0.84
"8422",81,1,1,0.52,1,1,1.52,24.44,"['f']",1.60414572161972,NA,58,23,32.38,0.84
"8522",82,1,0.78,0.42,1,1,1.2,25.64,"['f']",6.1313046211144,NA,58,23,32.38,0.84
"8622",83,1,0.56,-0.12,1,1,0.44,26.08,"['f']",16.7715234931966,NA,58,23,32.38,0.84
"8722",84,1,0.38,-0.26,1,1,0.12,26.2,"['f']",3.78830907461816,NA,58,23,32.38,0.84
"8822",85,1,-0.44,0.7,1,1,0.26,26.46,"['f']",3.02859122504015,NA,58,23,32.38,0.84
"8922",86,1,0.92,0.7,1,1,1.62,28.08,"['f']",1.64453808325925,NA,58,23,32.38,0.84
"9022",87,0,0.96,-0.56,1,1,0.4,27.68,"['j']",8.04650596098509,NA,58,23,32.38,0.84
"9126",88,1,0.06,-0.76,1,1,-0.7,27.68,"['j']",4.78627281068475,NA,58,23,32.38,0.84
"9224",89,1,0.2,0.9,1,1,1.1,28.78,"['f']",3.73270257323748,NA,58,23,32.38,0.84
"9322",90,1,0.82,-0.06,1,1,0.76,29.54,"['f']",1.37992532795761,NA,58,23,32.38,0.84
"9422",91,1,0.7,0.08,1,1,0.78,30.32,"['f']",1.2640286477108,NA,58,23,32.38,0.84
"9522",92,1,0.68,0.12,1,1,0.8,31.12,"['f']",1.1332179941237,NA,58,23,32.38,0.84
"9622",93,0,0.24,-0.66,1,1,-0.42,30.7,"['f']",1.83472970299772,NA,58,23,32.38,0.84
"9722",94,1,0.2,-0.04,1,1,0.16,30.86,"['f']",22.7713741611806,NA,58,23,32.38,0.84
"9822",95,0,-0.04,-0.46,1,1,-0.5,30.36,"['f']",4.91376060122275,NA,58,23,32.38,0.84
"9922",96,1,-0.8,0.34,1,1,-0.46,30.36,"['j']",7.73205266342848,NA,58,23,32.38,0.84
"10022",97,1,0.44,0.74,1,1,1.18,31.54,"['f']",1.37006821201066,NA,58,23,32.38,0.84
"10123",98,1,0.76,-0.3,1,1,0.46,32,"['f']",6.92373039227095,NA,58,23,32.38,0.84
"10222",99,1,0.96,-0.44,1,1,0.52,32.52,"['f']",1.10876750294119,NA,58,23,32.38,0.84
"10322",100,0,-0.84,0.7,1,1,-0.14,32.38,"['f']",2.1101869084232,NA,58,23,32.38,0.84
"4107",1,0,-0.5,0.52,1,1,0.02,-0.02,"['j']",16.8053520494432,NA,59,24,25.2,0.81
"5107",2,1,0.84,0.84,1,1,1.68,1.66,"['f']",6.29117239048355,NA,59,24,25.2,0.81
"6107",3,1,-0.24,0.24,1,1,0,1.66,"['j']",4.11175557353999,NA,59,24,25.2,0.81
"7107",4,1,-0.96,-0.64,1,1,-1.6,1.66,"['j']",8.19421948853415,NA,59,24,25.2,0.81
"8107",5,1,0.92,-0.54,1,1,0.38,2.04,"['f']",3.88155338814249,NA,59,24,25.2,0.81
"9107",6,1,0.98,-0.86,1,1,0.12,2.16,"['f']",1.33293241387582,NA,59,24,25.2,0.81
"1052",7,1,-0.34,0.08,1,1,-0.26,2.16,"['j']",4.26809733718983,NA,59,24,25.2,0.81
"1123",8,1,-0.34,-0.16,1,1,-0.5,2.16,"['j']",3.54789685542346,NA,59,24,25.2,0.81
"1223",9,1,-0.74,0.98,1,1,0.24,2.4,"['f']",2.20001694618259,NA,59,24,25.2,0.81
"1323",10,0,0.06,-0.9,1,1,-0.84,1.56,"['f']",2.26364325519535,NA,59,24,25.2,0.81
"1423",11,1,-0.06,0.54,1,1,0.48,2.04,"['f']",5.7522579137003,NA,59,24,25.2,0.81
"1523",12,0,0.22,0.02,1,1,0.24,1.8,"['j']",3.33777469568304,NA,59,24,25.2,0.81
"1623",13,1,0.42,-0.36,1,1,0.06,1.86,"['f']",2.09183659672271,NA,59,24,25.2,0.81
"1723",14,1,-0.56,-0.38,1,1,-0.94,1.86,"['j']",1.6931740231812,NA,59,24,25.2,0.81
"1823",15,1,-0.68,-0.36,1,1,-1.04,1.86,"['j']",1.37155919609359,NA,59,24,25.2,0.81
"1923",16,0,0.48,-0.78,1,1,-0.3,1.56,"['f']",2.72120853929664,NA,59,24,25.2,0.81
"2023",17,0,0.88,-0.86,1,1,0.02,1.54,"['j']",1.74656321483781,NA,59,24,25.2,0.81
"2123",18,1,-0.32,0.9,1,1,0.58,2.12,"['f']",2.40315721821389,NA,59,24,25.2,0.81
"2223",19,1,0.86,0.58,1,1,1.44,3.56,"['f']",1.62185703130672,NA,59,24,25.2,0.81
"2323",20,1,0.76,0.92,1,1,1.68,5.24,"['f']",1.12076709725079,NA,59,24,25.2,0.81
"2423",21,1,-0.92,0.96,1,1,0.04,5.28,"['f']",1.97979197659879,NA,59,24,25.2,0.81
"2523",22,0,-0.28,0.16,1,1,-0.12,5.16,"['f']",1.85878811351722,NA,59,24,25.2,0.81
"2623",23,1,0.42,0.86,1,1,1.28,6.44,"['f']",1.85639040882234,NA,59,24,25.2,0.81
"2723",24,0,0.12,-0.44,1,1,-0.32,6.12,"['f']",1.81919593963539,NA,59,24,25.2,0.81
"2823",25,0,-0.44,0.08,1,1,-0.36,5.76,"['f']",5.47233790930477,NA,59,24,25.2,0.81
"2923",26,1,-0.94,0,1,1,-0.94,5.76,"['j']",1.14648263031268,NA,59,24,25.2,0.81
"3023",27,1,0.34,0.46,1,1,0.8,6.56,"['f']",1.34353910226491,NA,59,24,25.2,0.81
"3123",28,1,-0.08,0.54,1,1,0.46,7.02,"['f']",1.65852628895664,NA,59,24,25.2,0.81
"3223",29,1,0.44,0.98,1,1,1.42,8.44,"['f']",1.06127187117818,NA,59,24,25.2,0.81
"3323",30,1,0.02,0.12,1,1,0.14,8.58,"['f']",6.87281558738323,NA,59,24,25.2,0.81
"3423",31,1,0.52,-0.58,1,1,-0.06,8.58,"['j']",3.42785838400596,NA,59,24,25.2,0.81
"3523",32,1,-0.72,0.54,1,1,-0.18,8.58,"['j']",3.2067791945301,NA,59,24,25.2,0.81
"3623",33,1,-0.46,-0.18,1,1,-0.64,8.58,"['j']",1.6227001339721,NA,59,24,25.2,0.81
"3723",34,1,0.46,0.62,1,1,1.08,9.66,"['f']",1.4110594279482,NA,59,24,25.2,0.81
"3823",35,1,0.74,-0.38,1,1,0.36,10.02,"['f']",2.07739868870704,NA,59,24,25.2,0.81
"3923",36,1,-0.3,-0.34,1,1,-0.64,10.02,"['j']",1.91288219427224,NA,59,24,25.2,0.81
"4023",37,0,0.24,-0.54,1,1,-0.3,9.72,"['f']",3.85098746072617,NA,59,24,25.2,0.81
"4127",38,0,0.5,-0.4,1,1,0.1,9.62,"['j']",1.55772984839859,NA,59,24,25.2,0.81
"4225",39,1,-0.82,0.32,1,1,-0.5,9.62,"['j']",2.02237437063013,NA,59,24,25.2,0.81
"4323",40,1,-0.34,-0.96,1,1,-1.3,9.62,"['j']",1.6758916201652,NA,59,24,25.2,0.81
"4423",41,1,-0.02,0.52,1,1,0.5,10.12,"['f']",2.03101151590818,NA,59,24,25.2,0.81
"4523",42,1,0.5,-0.42,1,1,0.08,10.2,"['f']",2.03185612088419,NA,59,24,25.2,0.81
"4623",43,1,-0.8,-0.64,1,1,-1.44,10.2,"['j']",1.48849597512162,NA,59,24,25.2,0.81
"4723",44,1,0.46,0.7,1,1,1.16,11.36,"['f']",1.55108598293737,NA,59,24,25.2,0.81
"4823",45,1,-0.5,-0.42,1,1,-0.92,11.36,"['j']",1.56729302444728,NA,59,24,25.2,0.81
"4923",46,1,0.52,-0.04,1,1,0.48,11.84,"['f']",1.7272003973485,NA,59,24,25.2,0.81
"5023",47,1,0.68,0.36,1,1,1.04,12.88,"['f']",1.19891123773414,NA,59,24,25.2,0.81
"5127",48,1,0.6,0.28,1,1,0.88,13.76,"['f']",1.04121347895125,NA,59,24,25.2,0.81
"5225",49,1,-0.12,0.46,1,1,0.34,14.1,"['f']",1.2971642484772,NA,59,24,25.2,0.81
"5323",50,1,0.84,0.7,1,1,1.54,15.64,"['f']",1.24676137100323,NA,59,24,25.2,0.81
"5423",51,1,-0.02,0.76,1,1,0.74,16.38,"['f']",1.4826573538885,NA,59,24,25.2,0.81
"5523",52,1,-0.96,-0.3,1,1,-1.26,16.38,"['j']",1.10668373704539,NA,59,24,25.2,0.81
"5623",53,1,0.38,0.58,1,1,0.96,17.34,"['f']",1.16050139069557,NA,59,24,25.2,0.81
"5723",54,1,0.1,-0.52,1,1,-0.42,17.34,"['j']",2.8287365809083,NA,59,24,25.2,0.81
"5823",55,1,-0.1,-0.96,1,1,-1.06,17.34,"['j']",1.2109844921215,NA,59,24,25.2,0.81
"5923",56,1,0.78,-0.32,1,1,0.46,17.8,"['f']",1.48704443234601,NA,59,24,25.2,0.81
"6023",57,1,0.18,0.56,1,1,0.74,18.54,"['f']",1.10039201570908,NA,59,24,25.2,0.81
"6127",58,1,-0.56,0.34,1,1,-0.22,18.54,"['j']",2.03579791134689,NA,59,24,25.2,0.81
"6225",59,1,-0.76,-0.68,1,1,-1.44,18.54,"['j']",1.47152996092336,NA,59,24,25.2,0.81
"6323",60,1,-0.98,0.78,1,1,-0.2,18.54,"['j']",1.43799244210823,NA,59,24,25.2,0.81
"6423",61,0,0.46,-0.48,1,1,-0.02,18.52,"['f']",1.5746123335266,NA,59,24,25.2,0.81
"6523",62,1,-0.64,0.6,1,1,-0.04,18.52,"['j']",1.65906892740168,NA,59,24,25.2,0.81
"6623",63,1,0.36,0.1,1,1,0.46,18.98,"['f']",1.74516305144061,NA,59,24,25.2,0.81
"6723",64,1,0.32,-0.86,1,1,-0.54,18.98,"['j']",2.7799826512055,NA,59,24,25.2,0.81
"6823",65,1,0.86,0.08,1,1,0.94,19.92,"['f']",1.66232986585237,NA,59,24,25.2,0.81
"6923",66,1,0.18,0.12,1,1,0.3,20.22,"['f']",1.67491541180061,NA,59,24,25.2,0.81
"7023",67,0,0.46,0.82,1,1,1.28,18.94,"['j']",1.04409102504724,NA,59,24,25.2,0.81
"7127",68,1,0.68,0.38,1,1,1.06,20,"['f']",2.6816262807406,NA,59,24,25.2,0.81
"7225",69,1,0.22,-0.14,1,1,0.08,20.08,"['f']",2.04864516164525,NA,59,24,25.2,0.81
"7323",70,1,-0.26,0.18,1,1,-0.08,20.08,"['j']",2.20248225532123,NA,59,24,25.2,0.81
"7423",71,0,0.92,-1,1,1,-0.08,20,"['f']",5.29854307891219,NA,59,24,25.2,0.81
"7523",72,1,-0.84,0.28,1,1,-0.56,20,"['j']",2.3191384007514,NA,59,24,25.2,0.81
"7623",73,1,-0.88,0.1,1,1,-0.78,20,"['j']",3.66991538624279,NA,59,24,25.2,0.81
"7723",74,1,0.92,0.8,1,1,1.72,21.72,"['f']",1.22139798203716,NA,59,24,25.2,0.81
"7823",75,1,0.82,-0.74,1,1,0.08,21.8,"['f']",2.85494968274725,NA,59,24,25.2,0.81
"7923",76,1,0.3,-0.14,1,1,0.16,21.96,"['f']",1.79095560550923,NA,59,24,25.2,0.81
"8023",77,1,-0.72,-0.36,1,1,-1.08,21.96,"['j']",1.77496670105029,NA,59,24,25.2,0.81
"8127",78,1,-0.82,-1,1,1,-1.82,21.96,"['j']",1.46227716444992,NA,59,24,25.2,0.81
"8225",79,1,0.6,0.08,1,1,0.68,22.64,"['f']",1.74458165312535,NA,59,24,25.2,0.81
"8323",80,1,0.04,-0.46,1,1,-0.42,22.64,"['j']",3.5018717420171,NA,59,24,25.2,0.81
"8423",81,1,-0.88,0.92,1,1,0.04,22.68,"['f']",3.87748359993566,NA,59,24,25.2,0.81
"8523",82,1,-0.1,0.98,1,1,0.88,23.56,"['f']",1.52859743591398,NA,59,24,25.2,0.81
"8623",83,0,0.08,-0.46,1,1,-0.38,23.18,"['f']",3.20273194109905,NA,59,24,25.2,0.81
"8723",84,1,-0.98,-0.84,1,1,-1.82,23.18,"['j']",1.91665272010141,NA,59,24,25.2,0.81
"8823",85,1,-0.24,0.04,1,1,-0.2,23.18,"['j']",1.85399811249226,NA,59,24,25.2,0.81
"8923",86,1,-0.12,-0.64,1,1,-0.76,23.18,"['j']",1.68943444514298,NA,59,24,25.2,0.81
"9023",87,1,0.4,0.5,1,1,0.9,24.08,"['f']",1.16657016755198,NA,59,24,25.2,0.81
"9127",88,1,0.42,0.16,1,1,0.58,24.66,"['f']",2.38314479702967,NA,59,24,25.2,0.81
"9225",89,1,-0.88,0.24,1,1,-0.64,24.66,"['j']",2.09445664496161,NA,59,24,25.2,0.81
"9323",90,0,0.18,-0.5,1,1,-0.32,24.34,"['f']",1.3178713429952,NA,59,24,25.2,0.81
"9423",91,0,-0.2,0.8,1,1,0.6,23.74,"['j']",2.26498302529217,NA,59,24,25.2,0.81
"9523",92,0,0.02,-0.54,1,1,-0.52,23.22,"['f']",1.53086383771733,NA,59,24,25.2,0.81
"9623",93,1,-0.52,0.02,1,1,-0.5,23.22,"['j']",1.34430979305762,NA,59,24,25.2,0.81
"9723",94,1,-0.44,0.94,1,1,0.5,23.72,"['f']",2.24601081130095,NA,59,24,25.2,0.81
"9823",95,0,-0.54,0.04,1,1,-0.5,23.22,"['f']",2.57227351982147,NA,59,24,25.2,0.81
"9923",96,1,0.82,0.72,1,1,1.54,24.76,"['f']",1.07719196932158,NA,59,24,25.2,0.81
"10023",97,1,0.22,-0.76,1,1,-0.54,24.76,"['j']",2.46092207069159,NA,59,24,25.2,0.81
"10124",98,1,-0.42,0.92,1,1,0.5,25.26,"['f']",1.21918656516937,NA,59,24,25.2,0.81
"10223",99,1,0.1,-0.48,1,1,-0.38,25.26,"['j']",2.21354144287761,NA,59,24,25.2,0.81
"10323",100,0,0.6,-0.66,1,1,-0.06,25.2,"['f']",1.37479339327547,NA,59,24,25.2,0.81
"4108",1,1,0.96,0.9,1,1,1.86,1.86,"['f']",8.85028636991046,NA,60,25,-7.36,0.56
"5108",2,0,0.12,0.74,1,1,0.86,1,"['j']",10.3501054757799,NA,60,25,-7.36,0.56
"6108",3,1,-0.5,-0.18,1,1,-0.68,1,"['j']",5.86683772492688,NA,60,25,-7.36,0.56
"7108",4,1,-0.92,-0.58,1,1,-1.5,1,"['j']",3.83354587326176,NA,60,25,-7.36,0.56
"8108",5,0,0.9,-0.56,1,1,0.34,0.66,"['j']",6.9334709130635,NA,60,25,-7.36,0.56
"9108",6,0,0.72,0.56,1,1,1.28,-0.62,"['j']",5.05032889009453,NA,60,25,-7.36,0.56
"1053",7,1,0.38,-0.98,1,1,-0.6,-0.62,"['j']",2.90013287562761,NA,60,25,-7.36,0.56
"1124",8,0,-0.7,-0.9,1,1,-1.6,-2.22,"['f']",9.46679777064128,NA,60,25,-7.36,0.56
"1224",9,1,-0.34,-0.66,1,1,-1,-2.22,"['j']",5.23348795779748,NA,60,25,-7.36,0.56
"1324",10,1,-0.24,-0.02,1,1,-0.26,-2.22,"['j']",2.03352021452156,NA,60,25,-7.36,0.56
"1424",11,0,0.44,0.72,1,1,1.16,-3.38,"['j']",2.30038946305285,NA,60,25,-7.36,0.56
"1524",12,0,0.32,0.72,1,1,1.04,-4.42,"['j']",4.86698617911316,NA,60,25,-7.36,0.56
"1624",13,1,-0.64,0.32,1,1,-0.32,-4.42,"['j']",10.366969867493,NA,60,25,-7.36,0.56
"1724",14,0,-0.8,0.66,1,1,-0.14,-4.56,"['f']",2.93349144005333,NA,60,25,-7.36,0.56
"1824",15,0,0.44,-0.18,1,1,0.26,-4.82,"['j']",3.00017777842004,NA,60,25,-7.36,0.56
"1924",16,1,0.54,-0.84,1,1,-0.3,-4.82,"['j']",1.36686649938929,NA,60,25,-7.36,0.56
"2024",17,1,0.48,0.16,1,1,0.64,-4.18,"['f']",2.18351902320865,NA,60,25,-7.36,0.56
"2124",18,0,-0.7,0.84,1,1,0.14,-4.32,"['j']",8.51661055342993,NA,60,25,-7.36,0.56
"2224",19,0,0.14,0.36,1,1,0.5,-4.82,"['j']",6.51678723221994,NA,60,25,-7.36,0.56
"2324",20,0,-0.94,0.12,1,1,-0.82,-5.64,"['f']",7.46680180268595,NA,60,25,-7.36,0.56
"2424",21,1,-0.54,0.56,1,1,0.02,-5.62,"['f']",1.68351480783895,NA,60,25,-7.36,0.56
"2524",22,1,0.88,1,1,1,1.88,-3.74,"['f']",11.8000557161286,NA,60,25,-7.36,0.56
"2624",23,1,-0.94,0,1,1,-0.94,-3.74,"['j']",3.26686521645752,NA,60,25,-7.36,0.56
"2724",24,0,0.38,0.2,1,1,0.58,-4.32,"['j']",13.8669839797949,NA,60,25,-7.36,0.56
"2824",25,1,0.7,-0.74,1,1,-0.04,-4.32,"['j']",11.8667548838712,NA,60,25,-7.36,0.56
"2924",26,1,-0.98,0.06,1,1,-0.92,-4.32,"['j']",2.93353799235774,NA,60,25,-7.36,0.56
"3024",27,1,0.78,0.64,1,1,1.42,-2.9,"['f']",2.833507385134,NA,60,25,-7.36,0.56
"3124",28,1,-0.54,0.54,1,1,0,-2.9,"['f']",3.5668738304521,NA,60,25,-7.36,0.56
"3224",29,0,0.04,0.18,1,1,0.22,-3.12,"['j']",1.53369707657839,NA,60,25,-7.36,0.56
"3324",30,0,0,-0.68,1,1,-0.68,-3.8,"['f']",2.33351819848758,NA,60,25,-7.36,0.56
"3424",31,1,1,0.06,1,1,1.06,-2.74,"['f']",1.16709779464873,NA,60,25,-7.36,0.56
"3524",32,0,-0.82,-0.22,1,1,-1.04,-3.78,"['f']",3.25016870620311,NA,60,25,-7.36,0.56
"3624",33,1,-0.06,0.12,1,1,0.06,-3.72,"['f']",2.38370120027685,NA,60,25,-7.36,0.56
"3724",34,1,0.6,-0.44,1,1,0.16,-3.56,"['f']",11.2669586875709,NA,60,25,-7.36,0.56
"3824",35,1,0.66,1,1,1,1.66,-1.9,"['f']",8.43345790042076,NA,60,25,-7.36,0.56
"3924",36,0,0.84,-0.02,1,1,0.82,-2.72,"['j']",5.18348310096189,NA,60,25,-7.36,0.56
"4024",37,0,0.88,-0.06,1,1,0.82,-3.54,"['j']",2.63348355915514,NA,60,25,-7.36,0.56
"4128",38,1,0.02,0.54,1,1,0.56,-2.98,"['f']",2.76681041670963,NA,60,25,-7.36,0.56
"4226",39,1,-0.08,-0.18,1,1,-0.26,-2.98,"['j']",3.43352644590777,NA,60,25,-7.36,0.56
"4324",40,1,0.74,-0.92,1,1,-0.18,-2.98,"['j']",2.16681774778408,NA,60,25,-7.36,0.56
"4424",41,0,-0.94,-0.14,1,1,-1.08,-4.06,"['f']",1.66684982122388,NA,60,25,-7.36,0.56
"4524",42,1,0.5,0.76,1,1,1.26,-2.8,"['f']",1.28350381125347,NA,60,25,-7.36,0.56
"4624",43,1,0.72,-0.8,1,1,-0.08,-2.8,"['j']",2.06683405939839,NA,60,25,-7.36,0.56
"4724",44,0,0.12,0.78,1,1,0.9,-3.7,"['j']",3.76683424267685,NA,60,25,-7.36,0.56
"4824",45,1,-0.74,-0.64,1,1,-1.38,-3.7,"['j']",1.85019069942064,NA,60,25,-7.36,0.56
"4924",46,0,0.74,-0.64,1,1,0.1,-3.8,"['j']",3.23350885135005,NA,60,25,-7.36,0.56
"5024",47,1,1,-0.96,1,1,0.04,-3.76,"['f']",2.03351434963406,NA,60,25,-7.36,0.56
"5128",48,0,-0.9,-0.22,1,1,-1.12,-4.88,"['f']",1.5002120511781,NA,60,25,-7.36,0.56
"5226",49,1,0.16,0.08,1,1,0.24,-4.64,"['f']",2.90016513233422,NA,60,25,-7.36,0.56
"5324",50,0,0.98,0.42,1,1,1.4,-6.04,"['j']",1.7668346092396,NA,60,25,-7.36,0.56
"5424",51,0,-0.68,0.48,1,1,-0.2,-6.24,"['f']",5.60015321933315,NA,60,25,-7.36,0.56
"5524",52,1,0.42,0.76,1,1,1.18,-5.06,"['f']",1.56702668327489,NA,60,25,-7.36,0.56
"5624",53,1,-0.36,0.44,1,1,0.08,-4.98,"['f']",3.55017218846478,NA,60,25,-7.36,0.56
"5724",54,1,-0.84,-0.72,1,1,-1.56,-4.98,"['j']",2.85017823663657,NA,60,25,-7.36,0.56
"5824",55,1,-0.78,-0.42,1,1,-1.2,-4.98,"['j']",2.06686778232688,NA,60,25,-7.36,0.56
"5924",56,1,0.34,-0.66,1,1,-0.32,-4.98,"['j']",5.31682498723967,NA,60,25,-7.36,0.56
"6024",57,0,0.66,-0.08,1,1,0.58,-5.56,"['j']",1.46685165399686,NA,60,25,-7.36,0.56
"6128",58,0,-0.98,-0.28,1,1,-1.26,-6.82,"['f']",3.96683057714836,NA,60,25,-7.36,0.56
"6226",59,1,-0.48,0.56,1,1,0.08,-6.74,"['f']",1.10020508666639,NA,60,25,-7.36,0.56
"6324",60,1,0.9,0.78,1,1,1.68,-5.06,"['f']",1.41686255895183,NA,60,25,-7.36,0.56
"6424",61,1,0.38,-0.6,1,1,-0.22,-5.06,"['j']",2.96680748430663,NA,60,25,-7.36,0.56
"6524",62,1,-0.24,-0.1,1,1,-0.34,-5.06,"['j']",2.55017768678954,NA,60,25,-7.36,0.56
"6624",63,0,0.68,-0.22,1,1,0.46,-5.52,"['j']",2.01684496438247,NA,60,25,-7.36,0.56
"6724",64,0,-0.46,-0.24,1,1,-0.7,-6.22,"['f']",2.31683745002374,NA,60,25,-7.36,0.56
"6824",65,0,0.74,-0.88,1,1,-0.14,-6.36,"['f']",1.2001821770682,NA,60,25,-7.36,0.56
